default_code;Nom;Catégorie;Fournisseur;Prix fournisseur;Qté Fournisseur;peut être acheté;peut être vendu;Coût;poids;volume;Format;Type d'article;Référence externe;tag
EMFLATC010302;Flacon transparent gel nutri 200ml;All / Clients France / B to B / Qenoa / Emballages / Flacons ;Qenoa;;;;;;;;;Article stockable;;

EMFLATC010303;Flacon PEHD bouteille 250ml;All / Clients France / B to B / Qenoa / Emballages / Flacons ;Qenoa;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMPPATC010301;Pompe gel nutri ;All / Clients France / B to B / Qenoa / Emballages / Pompes / Crème ;Qenoa;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMTBBRC010301;Tube baume régénérant 15ml;All / Clients France / B to B / Qenoa / Emballages / Tubes / Brillant;Qenoa;;;;;;;;;Article stockable;;

EMTBBRC010302;Tube baume régénérant 75ml;All / Clients France / B to B / Qenoa / Emballages / Tubes / Brillant;Qenoa;;;;;;;;;Article stockable;;

EMTBBRC010303;Tube gel articulaire 15ml;All / Clients France / B to B / Qenoa / Emballages / Tubes / Brillant;Qenoa;;;;;;;;;Article stockable;;

EMTBBRC010304;Tube gel articulaire 100ml;All / Clients France / B to B / Qenoa / Emballages / Tubes / Brillant;Qenoa;;;;;;;;;Article stockable;;

EMTBBRC010305;Tube gel circulation 15ml;All / Clients France / B to B / Qenoa / Emballages / Tubes / Brillant;Qenoa;;;;;;;;;Article stockable;;

EMTBBRC010306;Tube gel circulation 100ml;All / Clients France / B to B / Qenoa / Emballages / Tubes / Brillant;Qenoa;;;;;;;;;Article stockable;;

EMTBBRC010307;Tube cryo sos 100ml;All / Clients France / B to B / Qenoa / Emballages / Tubes / Brillant;Qenoa;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMETC010301;Etiquette R° deshydrose 110x70mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010302;Etiquettes R°V° baume régénérant 500ml R°90x42mm V°117x42mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010303;Etiquette R° baume régénérant 200ml 149x90mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010304;Etiquettes R°V° gel articulaire 500ml R°89x40 V°117x40mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010305;Etiquettes R°V° gel circulation 500ml R°89x42mm V°117x42mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010306;Etiquettes R°V° gel nutri régénérant 200ml 65x55mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010307;Etiquettes R°V° gel nutri régénérant 100ml 65x55mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010308;Etiquettes R°V° lotion régénérante 85x70mm ;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

EMETC010309;Etiquettes R°V° silicium alimentaire 80x85mm;All / Clients France / B to B / Qenoa / Emballages / Etiquettes;Qenoa;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMTBMTC011301;Tube noir anti friction 15ml;All / Clients France / B to B / SIDAS / Emballages / Tubes / Mat;SIDAS;;;;;;;;;Article stockable;;

EMTBMTC011302;Tube noir anti friction 75ml;All / Clients France / B to B / SIDAS / Emballages / Tubes / Mat;SIDAS;;;;;;;;;Article stockable;;

EMTBMTC011303;Tube noir cryo recovery 15ml;All / Clients France / B to B / SIDAS / Emballages / Tubes / Mat;SIDAS;;;;;;;;;Article stockable;;

EMTBMTC011304;Tube noir cryo recovery 75ml;All / Clients France / B to B / SIDAS / Emballages / Tubes / Mat;SIDAS;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMPTVRC011101;Pot verre transl 30ml;All / Clients France / B to B / Hotech / Emballages / Pots / Verre;Hotech;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMCVTDC011101;Couvercle lisse GCMI 48.400 BLANC ;All / Clients France / B to B / Hotech / Emballages / Couvercle / Thermodur;Hotech;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMTBMTC011501;Tube crème mains 50ml;All / Clients France / B to B / Asinerie d'Oc / Emballages / Tube / Mat;Asinerie d'Oc;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMETC011501;Etiquette R° lait corporel nourrissant 150x95mm;All / Clients France / B to B / Asinerie d'Oc / Emballages / Etiquettes;Asinerie d'Oc;;;;;;;;;Article stockable;;

EMETC011502;Etiquette R° crème anti âge 90x100mm;All / Clients France / B to B / Asinerie d'Oc / Emballages / Etiquettes;Asinerie d'Oc;;;;;;;;;Article stockable;;

EMETC011503;Etiquette R° crème legère hydratante 90x100mm;All / Clients France / B to B / Asinerie d'Oc / Emballages / Etiquettes;Asinerie d'Oc;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMETC010701;Etiquette R°V° crème de soin visage 44x105mm;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010702;Etiquette R°V° lait nettoyant 50x143mm;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010703;Etiquette R°V° baume cheveux R° 50x100mm V°52x100mm;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010704;Etiquette R°V° crème fluide 44x105mm;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010705;Etiquette recto verso Gommage visage R°52x67mm V°74x67mm;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010706;Etiquettes R°V° booster sérum 40x76mm;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010707;Etiquette R° contour des yeux 75x46mm;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010708;Etiquette recto verso Lait hydratant;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

EMETC010709;Etiquette recto verso Masque visage;All / Clients France / B to B / Berthe Guilhem / Emballages / Etiquettes;Berthe Guilhem;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMETC010401;Etiquette R° gel articulaire 120x70mm;All / Clients France / B to B / Synphonat / Emballages / Etiquettes;Synphonat;;;;;;;;;Article stockable;;

EMETC010402;Etiquette Gel végétal nature air;All / Clients France / B to B / Synphonat / Emballages / Etiquettes;Synphonat;;;;;;;;;Article stockable;;

EMETC010403;Etiquette Gel jambes lourdes;All / Clients France / B to B / Synphonat / Emballages / Etiquettes;Synphonat;;;;;;;;;Article stockable;;

EMETC010404;Etiquette Gel articulation air;All / Clients France / B to B / Synphonat / Emballages / Etiquettes;Synphonat;;;;;;;;;Article stockable;;

EMETC010405;Etiquette Syneryam;All / Clients France / B to B / Synphonat / Emballages / Etiquettes;Synphonat;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMETC010601;Etiquette recto verso Shampooing;All / Clients France / B to B / Les Juments du Ventoux / Emballages / Etiquettes;Les juments du ventoux;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMETC011401;Etiquette R° lait hydratant corporel 150x95mm;All / Clients France / B to B / Exquises caprines / Emballages / Etiquettes;Exquises caprines;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMPTVRC010901;Packaging Primaire Pot 50ml Régénérante;All / Clients France / B to B / Thermanence / Emballages / Pots / Verre;Thermanence;;;;;;;;;Article stockable;TT02414P;

EMPTVRC010902;Packaging Primaire Pot 50ml LIFT;All / Clients France / B to B / Thermanence / Emballages / Pots / Verre;Thermanence;;;;;;;;;Article stockable;T02412P;

;;;;;;;;;;;;;;

EMFLATC010901;Packaging Primaire Flacon 200ml Eau Micellaire;All / Clients France / B to B / Thermanence / Emballages / Flacons / PET;Thermanence;;;;;;;;;Article stockable;T02425P;

EMFLATC010902;Packaging Primaire Flacon 400ml Eau Micellaire;All / Clients France / B to B / Thermanence / Emballages / Flacons / PET;Thermanence;;;;;;;;;Article stockable;T02426P;

EMFLATC010903;Packaging Primaire Flacon 400ml Gel Douche;All / Clients France / B to B / Thermanence / Emballages / Flacons / PET;Thermanence;;;;;;;;;Article stockable;T02423P ;

EMFLATC010904;Packaging Primaire Flacon 200ml Gel Douche;All / Clients France / B to B / Thermanence / Emballages / Flacons / PET;Thermanence;;;;;;;;;Article stockable;;

EMFLATC010905;Packaging Primaire Flacon 400ml Shampooing;All / Clients France / B to B / Thermanence / Emballages / Flacons / PET;Thermanence;;;;;;;;;Article stockable;T02424P ;

EMFLATC010906;Packaging Primaire Flacon 200ml Shampooing;All / Clients France / B to B / Thermanence / Emballages / Flacons / PET;Thermanence;;;;;;;;;Article stockable;;

;;;;;;;;;;;;;;

EMFLATC010907;Packaging Primaire Flacon verre 50ml Huile Originelle;All / Clients France / B to B / Thermanence / Emballages / Flacons / Verre;Thermanence;;;;;;;;;Article stockable;T02430P;

EMFLATC010908;Packaging Primaire Flacon verre 100ml Huile Originelle;All / Clients France / B to B / Thermanence / Emballages / Flacons / Verre;Thermanence;;;;;;;;;Article stockable;T02431P;

EMFLATC010909;Packaging Primaire Flacon verre 30ml Sérum Régénérant Intense;All / Clients France / B to B / Thermanence / Emballages / Flacons / Verre;Thermanence;;;;;;;;;Article stockable;T02415P;

EMFLATC010910;Packaging Primaire Flacon verre 30ml Sérum LIFT;All / Clients France / B to B / Thermanence / Emballages / Flacons / Verre;Thermanence;;;;;;;;;Article stockable;T02413P;

;;;;;;;;;;;;;;

EMCVTDC010901;Packaging Pot 50ml Capsule Argent;All / Clients France / B to B / Thermanence / Emballages / Couvercles / Thermodur;Thermanence;;;;;;;;;Article stockable;T02412P1;

EMCVTDC010902;Packaging Primaire Pot 50ml Capsule blanc;All / Clients France / B to B / Thermanence / Emballages / Couvercles / Thermodur;Thermanence;;;;;;;;;Article stockable;T02414P1;

;;;;;;;;;;;;;;

EMACSPC010901;Packaging Primaine 50ml Spatule;All / Clients France / B to B / Thermanence / Emballages / Accessoires / Spatules / PE;Thermanence;;;;;;;;;Article stockable;T02414P2 / T02412P2;

;;;;;;;;;;;;;;

EMACOPC010901;Packaging Primaine 50ml Opercule D48;All / Clients France / B to B / Thermanence / Emballages / Accessoires / Opercules / D48;Thermanence;;;;;;;;;Article stockable;T02414P3 / T02412P3;

;;;;;;;;;;;;;;

EMPPATC010901;Pompes Dispensing Eau Micellaire 200 ml Argent_16;All / Clients France / B to B / Thermanence / Emballages / Pompes / Dispenser;Thermanence;;;;;;;;;Article stockable;T02425D;

EMPPATC010902;Pompes Dispensing Eau Micellaire 400ml Argent_19;All / Clients France / B to B / Thermanence / Emballages / Pompes / Dispenser;Thermanence;;;;;;;;;Article stockable;T02425P;

EMPPATC010903;Pompes Dispensing Gel Douche 400ml NATUREL_190;All / Clients France / B to B / Thermanence / Emballages / Pompes / Dispenser;Thermanence;;;;;;;;;Article stockable;T02423D;

EMPPATC010904;Pompes Dispensing Shampooing 400ml NATUREL_190;All / Clients France / B to B / Thermanence / Emballages / Pompes / Dispenser;Thermanence;;;;;;;;;Article stockable;T02424D;

;;;;;;;;;;;;;;

EMPPATC010905;Pompe Huile FL 50ml + capot;All / Clients France / B to B / Thermanence / Emballages / Pompes / Huile;Thermanence;;;;;;;;;Article stockable;T02430P1 + T02430P2;

EMPPATC010906;Pompe Huile FL 100ml + capot ;All / Clients France / B to B / Thermanence / Emballages / Pompes / Huile;Thermanence;;;;;;;;;Article stockable;T02431P1 +T02431P2;

;;;;;;;;;;;;;;

EMPPATC010907;Pompe Crème FL 30ml ;All / Clients France / B to B / Thermanence / Emballages / Pompes / Crème;Thermanence;;;;;;;;;Article stockable;T02415P1 / T02413P1;

;;;;;;;;;;;;;;

EMCPC010901;Capot FL 30ml;All / Clients France / B to B / Thermanence / Emballages / Bouchons / Capot;Thermanence;;;;;;;;;Article stockable;T02415P2 / T02413P2;

;;;;;;;;;;;;;;

EMTBMTC010901;Packaging Primaire Tube 75ml Gommage;All / Clients France / B to B / Thermanence / Emballages / Tubes / Mat;Thermanence;;;;;;;;;Article stockable;T02422P;

EMTBMTC010902;Packaging Primaire Tube 40ml Crème Soyeuse Hydratante;All / Clients France / B to B / Thermanence / Emballages / Tubes / Mat;Thermanence;;;;;;;;;Article stockable;T02411P;

EMTBMTC010903;Packaging Primaire Tube 40ml Soin Réparateur Intense;All / Clients France / B to B / Thermanence / Emballages / Tubes / Mat;Thermanence;;;;;;;;;Article stockable;T02416P;

EMTBMTC010904;Packaging Primaire Tube 100ml Crème Réparatrise Intense;All / Clients France / B to B / Thermanence / Emballages / Tubes / Mat;Thermanence;;;;;;;;;Article stockable;T02419P;

EMTBMTC010905;Packaging Primaire Tube 40ml Emulsion Réparatrise Intense;All / Clients France / B to B / Thermanence / Emballages / Tubes / Mat;Thermanence;;;;;;;;;Article stockable;T02417P;

EMTBMTC010906;Packaging Primaire Tube 200ml Gel Douche;All / Clients France / B to B / Thermanence / Emballages / Tubes / Mat;Thermanence;;;;;;;;;Article stockable;T02410P;

EMTBMTC010907;Packaging Primaire Tube 200ml Shampooing;All / Clients France / B to B / Thermanence / Emballages / Tubes / Mat;Thermanence;;;;;;;;;Article stockable;T02421P;

;;;;;;;;;;;;;;

EMETC010901;Etiquettes R° Packaging 133x48 PO Clear 802596 Eau Micellaire;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02425E;

EMETC010902;Etiquettes V° Packaging 133x48 PO Blanc 806770 Eau Micellaire;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02425EB;

EMETC010903;Etiquettes R° Packaging 150x60 PO Clear 802596 Eau Micellaire;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02426E;

EMETC010904;Etiquettes V° Packaging 150x60 PO Blanc 806770 Eau Micellaire;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02426EB;

EMETC010905;Etiquettes R° Packaging 150x60 Clear 802596 Gel Douche;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02423E;

EMETC010906;Etiquettes V° Packaging 150x60 Clear 802596 Gel Douche;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02423EB;

EMETC010907;Etiquettes R° Packaging 150x60 PO Clear 802596 Shampooing;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02424E;

EMETC010908;Etiquettes V° Packaging 150x60 PO Clear 802596 Shampooing;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02424EB;

EMETC010909;Etiquettes Made In France Diam25 PP Clear805587 Crème Régénrante Intense / Crème Lift Intense;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02414E / T02412E;

EMETC010910;Etiquette dépliant 78x50 Huile Originelle 50ml;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02430S;

EMETC010911;Etiquette dépliant 78x50 Huile Originelle 100ml;All / Clients France / B to B / Thermanence / Emballages / Etiquettes;Thermanence;;;;;;;;;Article stockable;T02431S;

;;;;;;;;;;;;;;

EMBTMTC010901;Boite Packaging Secondaire Crème Régénérante Intense 74x74x74;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;T02414S;

EMBTMTC010902;Boite Packaging Secondaire Crème Lift Intense 74x74x74;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;T02412S;

EMBTMTC010903;Cales blanches pots ;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;;

EMBTMTC010904;Boite Packaging Secondaire Serum Régénérant Intense 60x122x40;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;T02415S;

EMBTMTC010905;Boite Packaging Secondaire Serum LIFT Intense 60x122x40;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;T02413S;

EMBTMTC010906;Boite Packaging Secondaire Cème Soyeuse Hydratante 49x128x34;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;T02411S;

EMBTMTC010907;Boite Packaging Secondaire Soin Réparateur Intense 49x128x34;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;T02416S;

EMBTMTC010908;Boite Packaging Secondaire Emulsion Réparatrise Intense 49x128x34;All / Clients France / B to B / Thermanence / Emballages / Boites;Thermanence;;;;;;;;;Article stockable;T02417S;

EMBCCSF0100601;Capsule Doge New Bianco;All / Fournisseurs / Emballages / Eurovetrocap / Bouchons / Capsule service;Eurovetrocap;68,27;500;VRAI;;0,137;;;Carton;Article stockable;660;

;;;;;;;;;;;;;;

EMFLATF0100601;Flacone Plastica Kless 250ml Baio PE Bianco;All / Fournisseurs / Emballages / Eurovetrocap / Flacons / Gamme KLESS / PEHD;Eurvovetrocap;38,62;200;VRAI;;0,193;;;Carton;Article stockable;2945;

EMPPARF0100401;Micro pompe blanc brillant + capot dépoli;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Micro;Pulvorex;705,6;1470;VRAI;;0,48;;;Carton;Article stockable;MGMIC01BB32DPRD;

EMPPARF0100402;Micro pompe blanc brillant + capot blanc brillant;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Micro;Pulvorex;705,6;1470;VRAI;;0,48;;;Carton;Article stockable;MGMIC01BB32BB;

EMPPARF0100403;Micro pompe blanc brillant + capot cristal;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Micro;Pulvorex;705,6;1470;VRAI;;0,48;;;Carton;Article stockable;MGMI01BB32CRRD;

EMPPARF0100404;Micro pompe blanc mat + capot dépoli;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Micro;Pulvorex;705,6;1470;VRAI;;0,48;;;Carton;Article stockable;MGMIC01BM32DPRD;

EMPPARF0100405;Micro pompe blanc mat + capot blanc mat;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Micro;Pulvorex;705,6;1470;VRAI;;0,48;;;Carton;Article stockable;MGMIC01BM32BM;

EMPPARF0100406;Micro pompe blanc mat + capot cristal;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Micro;Pulvorex;705,6;1470;VRAI;;0,48;;;Carton;Article stockable;MGMI01BM32CRRD;

EMPPARF0100407;Micro pumpe oval transparent;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Micro;Pulvorex;751,68;1440;VRAI;;0,522;;;Carton;Article stockable;MGMIC01BB38DPOV;

EMPPARF0100408;Mezzo pumpe rund transparent;All / Fournisseurs / Emballages / Pulvorex /Airless / Pompes / Mezzo;Pulvorex;221,76;462;VRAI;;0,48;;;Carton;Article stockable;MGMEZ15BB44CRRD;

;;;;;;;;;;;;;;

EMPPATF0100401;F2/L11 White Transparent;All / Fournisseurs / Emballages / Pulvorex / Pompes / Mousse;Pulvorex;596,63;460;VRAI;;0,6;;;Carton;Article stockable;AIR423601;

;;;;;;;;;;;;;;

EMACEBF0100401;Embase macro compact;All / Fournisseurs / Emballages / Pulvorex /Airless / Accessoires / Embase;Pulvorex;0;0;VRAI;;0;;;Carton;Article stockable;MGMACEMBRDBC;

;; ;;;;;;;;;;;;

EMACPSF0100401;Piston macro compact ;All / Fournisseurs / Emballages / Pulvorex /Airless / Accessoires / Piston;Pulvorex;0;0;VRAI;;0;;;Carton;Article stockable;MGMACPSTRDBC;

;;;;;;;;;;;;;;

EMFLARF0100401;Micro container rund 50ml white glossy;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Micro;Pulvorex;112,7;490;VRAI;;0,23;;;Carton;Article stockable;MGMIC50RDBB;

EMFLARF0100402;Micro container rund 50ml white matt;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Micro;Pulvorex;112,7;490;VRAI;;0,23;;;Carton;Article stockable;MGMIC50RDBM;

EMFLARF0100403;Macro compact spender 200ml rond dépoli;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Macro;Pulvorex;136,8;190;VRAI;;0,72;;;Carton;Article stockable;MGMAC200BB07BB25DP;

EMFLARF0100404;Macro compact spender 200ml rond cristal;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Macro;Pulvorex;136,8;190;VRAI;;0,72;;;Carton;Article stockable;MGMAC200BB07BB25CR;

EMFLARF0100405;Micro container rund 15ml blanc brillant;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Micro;Pulvorex;309,6;1200;VRAI;;0,258;;;Carton;Article stockable;MGMIC15RDBB;

EMFLARF0100406;Micro container rund 15ml blanc matt;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Micro;Pulvorex;309,6;1200;VRAI;;0,258;;;Carton;Article stockable;MGMIC15RDBM;

EMFLARF0100407;Mezzo container rund 50ml white glossy;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Mezzo;Pulvorex;156,46;616;VRAI;;0,254;;;Carton;Article stockable;MGMEZ50FDBM;

EMFLARF0100408;Micro container rund 30ml blanc brillant;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Micro;Pulvorex;177,12;720;VRAI;;0,246;;;Carton;Article stockable;MGMIC30RDBB;

EMFLARF0100409;Micro container rund 30ml white matt;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Micro;Pulvorex;177,12;720;VRAI;;0,246;;;Carton;Article stockable;MGMIC30RDBM;

EMFLARF0100410;Micro container oval 15ml blanc brillant;All / Fournisseurs / Emballages / Pulvorex /Airless / Container / Micro;Pulvorex;309,6;1200;VRAI;;0,258;;;Carton;Article stockable;MGMIC15OVBB;

;;;;;;;;;;;;;;

EMFLATF0100401;FL 100 PEHD blanc mousseur;All / Fournisseurs / Emballages / Pulvorex / Flacons / Gamme F2-F3 / PEHD;Pulvorex;271,65;360;VRAI;;0,272;;;Carton;Article stockable;SOM100100;

EMFLARF0100501;Ecosolution Airfree vega 100 BG P35;All / Fournisseurs / Emballages / Embelia / Airless / Ecosolution / Containers; Embelia ;89,48;210;VRAI;;0,43;;;Carton;Article stockable;315131001;

EMFLARF0100502;Ecosolution Airfree vega 200 BG P35;All / Fournisseurs / Emballages / Embelia / Airless / Ecosolution / Containers; Embelia ;77,88;210;VRAI;;0,37;;;Carton;Article stockable;315121001;

;;;;;;;;;;;;;;

EMFLATF0100501;Voyage 125ml PEHD Blanc;All / Fournisseurs / Emballages / Embelia / Flacons / Gamme Voyage / PEHD; Embelia ;58,16;350;VRAI;;0,17;;;Carton;Article stockable;312121001;

EMFLATF0100502;Voyage 200ml PEHD Blanc;All / Fournisseurs / Emballages / Embelia / Flacons / Gamme Voyage / PEHD;Embelia;43,79;220;VRAI;;0,2;;;Carton;Article stockable;310191001;

;;;;;;;;;;;;;;

EMPPATF0100501;Pompe 24/410 dose 130 blanc BP Blanc TP 172;All / Fournisseurs / Emballages / Embelia / Pompes / Crème; Embelia ;116,32;700;VRAI;;0,3;;;Carton;Article stockable;900231003;

;;;;;;;;;;;;;;

EMPPARF0100501;Ecosolution pump MV Short ACT + CAP;All / Fournisseurs / Emballages / Embelia / Airless / Ecosolution / Pompes; Embelia ;200,45;600;VRAI;;0,33;;;Carton;Article stockable;922041001;

;;;;;;;;;;;;;;

EMBCCSF0100501;Caps Charnière lisse PP BLC;All / Fournisseurs / Emballages / Embelia / Bouchons / Capsule service;Embelia;56,49;1000;VRAI;;0,06;;;Carton;Article stockable;901501001;

;;;;;;;;;;;;;;

EMBCCPF0100501;Capuchon ref + ST en PP;All / Fournisseurs / Emballages / Embelia / Bouchons / Capot; Embelia ;31,74;700;VRAI;;0,05;;;Carton;Article stockable;910670001;

EMPTPPF0100801;Pot colmar 500ml PP blanc;All / Fournisseurs / Emballages / CVP / Pots / Gamme Colmar / PP;CVP;0,4347;75;VRAI;;;;;Carton;Article stockable;4168;

;;;;;;;;;;;;;;

EMPPATF0100801;DPS4 - A - 28/410;All / Fournisseurs / Emballages / CVP / Pompe / Crème / Gamme DPS4 /    24/410;CVP;299,07;1000;VRAI;;0,3;;;Carton;Article stockable;8331;

;;;;;;;;;;;;;;

EMCVPPF0100801;Couvercle plat D115 a Vis PP blanc ;All / Fournisseurs / Emballages / CVP / Couvercles / Gamme Colmar / PP;CVP;115,2;180;VRAI;;0,64;;;Carton;Article stockable;3399;

;;;;;;;;;;;;;;

EMACGBF0100801;Gobelet Misurino PP neutro X TE 28;All / Fournisseurs / Emballages / CVP / Dosette / PP28;CVP;121,37;3000;VRAI;;0,04;;;Carton;Article stockable;3105;

EMFLATF0100701;Flacon PET 500ML Pharma Veral B28PP Ambre;All / Fournisseurs / Emballages / Fidel Fillaud / Flacons / Gamme Veral / PET;Fidel Fillaud;600,07;1624;VRAI;;0,37;;;Carton;Article stockable;FLP-26591;

;;;;;;;;;;;;;;

EMBCIVF0100701;Bouchon INV PP28;All / Fournisseurs / Emballages / Fidel Fillaud / Bouchons / Inviolable;Fidel Fillaud;205,8;2000;VRAI;;0,1;;;Carton;Article stockable;BNPL-15917;

EMTBMTF0100201;HELE Gel Récupérer froid ENC Blanc Mat OP5;All / Fournisseurs / Emballages / Gerstube / Tubes / Mat;Gerstube;495;1000;VRAI;;0,495;;;MIN;Article stockable;40EME120HEGELFR;

EMTBMTF0100202;HELE Gel Echauffer chaud ENC Blanc Mat OP5;All / Fournisseurs / Emballages / Gerstube / Tubes / Mat;Gerstube;495;1000;VRAI;;0,495;;;MIN;Article stockable;40EME120HECHAUD;

EMTBMTF0100203;HELE Renforcer Traumaform ENC Blanc Mat OP5;All / Fournisseurs / Emballages / Gerstube / Tubes / Mat;Gerstube;453;1000;VRAI;;0,453;;;MIN;Article stockable;40EME120HETRAUM;

EMTBMTF0100204;HELE Soulager Silarnica ENC Blanc Mat OP5;All / Fournisseurs / Emballages / Gerstube / Tubes / Mat;Gerstube;453;1000;VRAI;;0,453;;;MIN;Article stockable;40EME120HESILAR;

EMTBMTF0100205;HELE Protéger Anti frottement ENC Blanc Mat OP5;All / Fournisseurs / Emballages / Gerstube / Tubes / Mat;Gerstube;453;1000;VRAI;;0,453;;;MIN;Article stockable;40EME120HEHEOSA;

EMTBBRF0100301;HELE Gel Hydroalcoolique Désinfectant Mains;All / Fournisseurs / Emballages / Laboplast / Tubes / Brillant;Laboplaste;165;1000;VRAI;;0,165;;;MIN;Article stockable;13414B11;

